vio,year,incarc_rate,pb1064,pw1064,pm1029,pop,avginc,density,stateid,shall
377.8,80,98,2.823509,67.90417,17.9503,5.490721,11.42384,0.1528087,18,1
341.6,81,114,2.854706,67.83166,17.82692,5.480425,11.34908,0.1525221,18,1
300.6,82,138,2.872222,67.70847,17.6267,5.467927,11.04034,0.1521743,18,1
283.8,83,152,2.885897,67.52014,17.3782,5.450402,11.203,0.1516866,18,1
305.2,84,164,2.905413,67.398,17.10892,5.458328,11.93476,0.1519072,18,1
309.4,85,165,2.925127,67.2464,16.84403,5.459216,12.17042,0.1519319,18,1
307.7,86,175,2.938516,67.04064,16.54667,5.454114,12.56329,0.1517899,18,1
328.5,87,181,2.961735,66.8979,16.23834,5.473009,12.86033,0.1523157,18,1
380,88,192,2.994701,66.76343,15.94941,5.491734,13.14867,0.1528369,18,1
406.5,89,202,3.025771,66.50909,15.64921,5.523684,13.46631,0.153726,18,1
473.9,90,217,3.074402,68.73007,15.39386,5.555097,13.43025,0.1548675,18,1
505.3,91,223,3.103143,68.65849,15.18651,5.602062,13.1982,0.1561768,18,1
508.5,92,226,3.153816,68.592,14.99706,5.648649,13.68099,0.1574756,18,1
489.1,93,242,3.194074,68.5289,14.83638,5.701965,13.85717,0.158962,18,1
525.1,94,250,3.237767,68.3758,14.6568,5.745626,14.21482,0.1601792,18,1
524.7,95,258,3.273013,68.29259,14.53459,5.791819,14.28663,0.1614669,18,1
537,96,275,3.305725,68.28423,14.45186,5.834908,14.46212,0.1626682,18,1
514.6,97,286,3.355477,68.14533,14.38239,5.87237,14.74751,0.1637126,18,1
431,98,301,3.392214,68.09436,14.30045,5.907617,15.36054,0.1646952,18,1
374.6,99,321,3.437446,68.08481,14.19487,5.942901,15.64189,0.1656789,18,1
144,77,66,0.685653,70.63897,18.09675,2.913573,11.97325,0.052083,19,0
161.4,78,70,0.7171861,70.57121,17.97955,2.918071,12.89326,0.0521634,19,0
181.2,79,70,0.7449912,70.48128,17.87537,2.915739,12.50441,0.0521217,19,0
200.4,80,72,0.7836602,70.29703,17.76132,2.914018,11.69224,0.0520686,19,0
204.2,81,86,0.8174417,70.04603,17.54038,2.907975,12.02093,0.0519606,19,0
172.7,82,88,0.8431925,69.69798,17.23204,2.88819,11.58626,0.0516071,19,0
181.1,83,93,0.8671857,69.30383,16.88523,2.87055,11.485,0.0512919,19,0
198.7,84,92,0.8918277,68.98267,16.52477,2.858624,12.27328,0.0510788,19,0
211.7,85,97,0.9249439,68.6693,16.1795,2.829685,12.40377,0.0505617,19,0
235.1,86,98,0.9559214,68.29514,15.8061,2.791966,12.74418,0.0498877,19,0
231.2,87,98,0.9885779,68.13417,15.44967,2.767005,13.06642,0.0494417,19,0
256.8,88,101,1.023085,68.14285,15.16346,2.768392,12.89523,0.0494665,19,0
266.3,89,107,1.061725,67.98687,14.87516,2.770585,13.29929,0.0495057,19,0
299.7,90,126,1.099156,70.36103,14.6755,2.779769,13.24356,0.0497498,19,0
303.3,91,139,1.145482,70.44009,14.57194,2.791227,13.05493,0.0499548,19,0
278,92,144,1.194725,70.6496,14.48829,2.806923,13.44669,0.0502358,19,0
325.5,93,160,1.239237,70.71407,14.4337,2.820525,13.04208,0.0504792,19,0
315.1,94,174,1.284927,70.80584,14.36569,2.829422,13.77466,0.0506384,19,0
354.4,95,192,1.322205,70.96812,14.33379,2.84086,13.85237,0.0508431,19,0
272.5,96,207,1.351952,71.02967,14.32462,2.848473,14.42276,0.0509794,19,0
310,97,222,1.369852,71.10349,14.28554,2.854396,14.78042,0.0510854,19,0
311.5,98,243,1.38377,71.19295,14.23063,2.861025,15.18518,0.051204,19,0
280,99,258,1.413076,71.35867,14.14049,2.869413,15.3076,0.0513541,19,0
309.8,77,91,2.339736,67.85155,18.43249,2.320647,12.01271,0.0283743,20,0
318.2,78,97,2.389649,67.62933,18.20952,2.335657,12.3493,0.0285578,20,0
353.6,79,98,2.457519,67.38694,18.05302,2.350908,12.67728,0.0287443,20,0
389.3,80,95,2.570198,67.20489,17.9423,2.369039,12.13594,0.0289691,20,0
369.4,81,106,2.621958,66.98371,17.80109,2.384859,12.32781,0.0291626,20,0
335.9,82,116,2.654577,66.67711,17.5309,2.401211,12.37265,0.0293626,20,0
326.6,83,129,2.688512,66.37502,17.25579,2.415537,12.373,0.0295377,20,0
334.2,84,152,2.716664,66.07586,16.88186,2.424076,13.04432,0.0296422,20,0
355.8,85,173,2.768463,65.7078,16.58557,2.427412,13.26958,0.0296829,20,0
368.8,86,192,2.815035,65.43351,16.23701,2.432616,13.54774,0.0297466,20,0
360.7,87,217,2.860774,65.15877,15.90991,2.445387,13.66629,0.0299027,20,0
365.2,88,233,2.915734,65.0228,15.6331,2.461987,13.7507,0.0301057,20,0
400.8,89,232,2.955258,64.77983,15.37131,2.472847,13.72568,0.0302385,20,0
447.7,90,222,3.021466,66.75621,15.15296,2.480683,13.85468,0.0303177,20,0
499.6,91,227,3.038503,66.77325,15.03277,2.495209,13.76619,0.0304952,20,0
510.8,92,231,3.129085,66.91853,14.89706,2.526042,14.16805,0.030872,20,0
496.4,93,238,3.143266,67.08665,14.80304,2.547605,14.13139,0.0311356,20,0
443,94,226,3.172606,67.2344,14.74646,2.569118,14.34854,0.0313985,20,0
420.7,95,248,3.202391,67.45663,14.70315,2.586942,14.31541,0.0316163,20,0
413.8,96,274,3.211065,67.61414,14.65681,2.598266,14.68184,0.0317547,20,0
409.2,97,301,3.231118,67.69551,14.68747,2.616339,15.12632,0.0319756,20,0
397,98,304,3.272751,67.77126,14.7296,2.638667,15.64527,0.0322485,20,0
382.8,99,310,3.327742,67.8686,14.74104,2.654052,15.96959,0.0324365,20,0
233.6,77,107,2.610464,67.92831,18.65448,3.573694,10.02018,0.090131,21,0
223.2,78,106,2.616112,67.94283,18.46192,3.609976,10.36595,0.0910461,21,0
248,79,97,2.636384,67.92229,18.32852,3.641806,10.48208,0.0918488,21,0
266.7,80,105,2.674675,67.81461,18.19773,3.664221,9.951279,0.0923699,21,0
289.5,81,99,2.684296,67.84683,18.02538,3.670385,9.98456,0.0925253,21,0
315,82,114,2.693218,67.86681,17.83943,3.683437,9.895847,0.0928543,21,0
322.2,83,110,2.696076,67.87104,17.59574,3.69448,9.859,0.0931327,21,0
277.8,84,127,2.689983,67.74832,17.30419,3.695451,10.60846,0.0931571,21,0
305.5,85,128,2.704782,67.71535,17.04153,3.694827,10.70271,0.0931414,21,0
334.4,86,133,2.710441,67.63098,16.72124,3.687813,10.90345,0.0929646,21,0
337.8,87,142,2.718658,67.61863,16.42337,3.683325,11.20981,0.0928515,21,0
330.1,88,147,2.734345,67.65378,16.13319,3.680003,11.42594,0.0927677,21,0
356.9,89,191,2.746925,67.61806,15.8395,3.677312,11.72541,0.0926999,21,0
390.4,90,222,2.776728,69.96033,15.59848,3.692584,11.79881,0.0929373,21,0
438,91,241,2.785835,69.9856,15.37847,3.714686,11.87217,0.0934936,21,0
535.5,92,262,2.814295,69.97852,15.20441,3.756358,12.2972,0.0945424,21,0
462.7,93,274,2.812286,70.01945,15.0212,3.792288,12.27454,0.0954467,21,0
444,94,274,2.828954,69.9761,14.83783,3.823215,12.44141,0.0962251,21,0
364.7,95,288,2.841607,70.02628,14.68603,3.855248,12.56661,0.0970313,21,0
320.5,96,311,2.857448,70.04683,14.55364,3.881051,12.79842,0.0976807,21,0
316.9,97,331,2.878564,69.90127,14.46816,3.907816,13.17824,0.0983544,21,1
284,98,372,2.916852,70.05663,14.34948,3.93431,13.66074,0.0990212,21,1
300.6,99,379,2.947063,70.29076,14.22267,3.960825,13.88975,0.0996885,21,1
524.8,77,120,9.91717,52.29824,19.26863,4.014462,10.08594,0.0893492,22,0
584.9,78,152,9.941655,52.32671,19.18889,4.068578,10.62113,0.0905537,22,0
676.3,79,184,9.950658,52.26536,19.03989,4.137666,10.71944,0.0920914,22,0
665,80,190,10.07009,52.01642,18.88283,4.223101,10.6791,0.0948564,22,0
638.3,81,211,10.18019,51.95408,18.76897,4.283298,11.00055,0.0962085,22,0
669.1,82,216,10.24866,51.83288,18.54009,4.35261,10.89585,0.0977653,22,0
640.9,83,251,10.2715,51.59832,18.17694,4.395316,10.865,0.0987246,22,0
678,84,290,10.31587,51.28816,17.83558,4.400474,11.15125,0.0988404,22,0
694.2,85,310,10.35707,50.92176,17.48074,4.408121,11.22405,0.0990122,22,0
758.2,86,308,10.37283,50.47743,17.08201,4.406918,10.93345,0.0989852,22,0
693,87,316,10.43954,50.08353,16.73912,4.344129,10.75728,0.0975748,22,0
717.4,88,346,10.52598,49.70518,16.41509,4.288835,11.04115,0.0963329,22,0
781.8,89,370,10.61883,49.49004,16.10294,4.252906,11.23959,0.0955258,22,0
898.4,90,396,10.77563,51.18166,15.82794,4.219179,11.59993,0.0968457,22,0
951,91,427,10.87662,50.99825,15.7049,4.24095,11.75156,0.0973454,22,0
984.6,92,462,11.0058,50.81783,15.58374,4.270849,12.04728,0.0980317,22,1
1061.7,93,484,11.15636,50.63774,15.44625,4.284749,12.20701,0.0983508,22,1
981.9,94,522,11.25805,50.49049,15.3459,4.3065,12.61949,0.09885,22,1
1007.4,95,556,11.38109,50.39554,15.28652,4.327978,12.77981,0.099343,22,1
929.1,96,578,11.50664,50.31187,15.22261,4.338763,12.86129,0.0995906,22,1
855.9,97,615,11.59418,50.23799,15.14679,4.35139,13.17017,0.0998804,22,1
779.5,98,672,11.67677,50.2277,15.07427,4.362758,13.65646,0.1001413,22,1
732.7,99,736,11.7578,50.20788,14.99215,4.372035,13.65772,0.1003543,22,1
224.7,77,57,0.3591956,72.24625,18.01832,1.103577,10.09745,0.0356914,23,0
207.7,78,61,0.3714197,72.36075,17.84332,1.113565,10.31553,0.0360144,23,0
202.5,79,53,0.3794884,72.46732,17.66768,1.122564,10.28588,0.0363054,23,0
193.4,80,58,0.4009371,72.38139,17.53962,1.12686,10.16527,0.0363562,23,0
195.6,81,61,0.4271765,72.41499,17.39059,1.133021,10.11718,0.036555,23,0
163,82,71,0.4495533,72.28526,17.15235,1.136684,10.18894,0.0366731,23,1
159.6,83,69,0.4685661,72.15456,16.86358,1.144769,10.551,0.036934,23,1
158.5,84,75,0.4877859,72.09315,16.51394,1.15563,11.18674,0.0372844,23,1
167.5,85,72,0.5115505,71.89352,16.21613,1.162935,11.60556,0.0375201,23,1
147,86,83,0.5308853,71.6749,15.89844,1.170121,12.23787,0.0377519,23,1
152.1,87,106,0.550073,71.55804,15.5957,1.18457,12.79981,0.0382181,23,1
157.4,88,106,0.5722569,71.5842,15.3005,1.20383,13.31455,0.0388395,23,1
137.2,89,100,0.5936338,71.46689,14.98429,1.219944,13.55946,0.0393594,23,1
143.2,90,116,0.6135811,73.81962,14.65147,1.231296,13.319,0.039893,23,1
132.1,91,118,0.6260932,73.74602,14.39132,1.235439,12.91092,0.0400272,23,1
130.9,92,123,0.6442252,73.66696,14.11032,1.235748,13.0285,0.0400372,23,1
125.7,93,121,0.6439703,73.72951,13.93718,1.238256,12.96009,0.0401184,23,1
129.9,94,116,0.6440239,73.79119,13.72625,1.237687,13.12483,0.0401,23,1
131.4,95,113,0.6617705,74.01494,13.62509,1.237438,13.23696,0.040092,23,1
124.9,96,107,0.6695472,74.31354,13.58757,1.241436,13.52106,0.0402215,23,1
120.8,97,108,0.6919287,74.57877,13.52939,1.245215,13.85078,0.0403439,23,1
125.8,98,124,0.7122738,74.81993,13.49889,1.247554,14.37622,0.0404197,23,1
112.2,99,125,0.729426,75.10503,13.45536,1.25304,14.70004,0.0405974,23,1
693.8,77,192,8.315102,59.80103,18.56987,4.169594,13.466,0.4215544,24,0
732,78,198,8.572083,59.47229,18.43057,4.183604,13.84674,0.4229708,24,0
795.5,79,193,8.846709,59.09584,18.30093,4.191163,13.76802,0.423735,24,0
852.4,80,187,9.062828,58.11522,18.00405,4.227643,13.57707,0.4297695,24,0
887.1,81,183,9.294334,57.74186,17.82723,4.261908,13.59369,0.4332528,24,0
850,82,218,9.449821,57.23314,17.56576,4.282917,13.66987,0.4353885,24,0
807.1,83,244,9.593448,56.66724,17.30929,4.313319,14.228,0.4384791,24,0
792.3,84,277,9.715621,56.08654,16.96554,4.365238,15.04959,0.4437571,24,0
834.6,85,285,9.815696,55.51143,16.58506,4.413075,15.70589,0.44862,24,0
833,86,279,9.923585,54.97762,16.2491,4.486957,16.33109,0.4561306,24,0
767.8,87,280,10.00187,54.49474,15.91165,4.565578,16.85243,0.464123,24,0
806.8,88,282,10.12178,53.95152,15.57148,4.657908,17.36709,0.473509,24,0
855.4,89,291,10.23037,53.39462,15.24628,4.727298,17.6668,0.480563,24,0
919,90,323,10.34606,54.47374,14.95992,4.797431,17.54353,0.4907858,24,0
956.2,91,348,10.4767,53.90336,14.56282,4.856176,17.2304,0.4967955,24,0
1000.1,92,366,10.63593,53.36663,14.23175,4.902545,17.29418,0.5015391,24,0
997.8,93,381,10.80699,52.75498,13.93569,4.942504,17.29666,0.505627,24,0
948,94,383,10.98084,52.30801,13.65324,4.985411,17.50291,0.5100165,24,0
986.9,95,395,11.13262,51.92822,13.45126,5.02365,17.58998,0.5139284,24,0
931.2,96,404,11.35408,51.63616,13.30807,5.057142,17.68094,0.5173547,24,0
846.6,97,412,11.5277,51.32299,13.24866,5.092914,18.14686,0.5210142,24,0
796.6,98,413,11.68855,51.06369,13.2526,5.130072,18.84385,0.5248156,24,0
743.4,99,418,11.85378,50.83417,13.30775,5.171634,19.44517,0.5290675,24,0
425.3,77,46,1.724251,70.84088,17.98316,5.738201,12.55358,0.7332227,25,0
462,78,48,1.768283,70.9734,17.90687,5.73647,12.95744,0.7330015,25,0
531.3,79,49,1.848022,71.03321,17.85132,5.738406,12.99558,0.7332489,25,0
601.3,80,50,1.959807,70.91966,17.80774,5.746075,12.90366,0.7344165,25,0
628.6,81,56,2.084791,70.83539,17.76568,5.768683,12.96568,0.7373061,25,0
571.4,82,65,2.199134,70.54771,17.62825,5.771226,13.2127,0.7376311,25,0
576.8,83,77,2.317014,70.15474,17.44664,5.799403,13.859,0.7412325,25,0
523.7,84,79,2.424114,69.82819,17.20547,5.840772,14.91149,0.74652,25,0
538.2,85,84,2.532588,69.40924,16.93458,5.880743,15.48272,0.7516287,25,0
556.9,86,88,2.635446,68.89589,16.62209,5.902682,16.32018,0.7544328,25,0
564.6,87,92,2.732558,68.4094,16.26856,5.935209,17.10501,0.7585901,25,0
619.6,88,102,2.835594,68.05308,15.93803,5.979981,17.96323,0.7643125,25,0
675,89,109,2.935843,67.52338,15.57111,6.015479,18.03377,0.7688496,25,0
736.3,90,122,3.025422,69.19524,15.20686,6.018664,17.69593,0.7678826,25,0
736.1,91,132,3.097413,68.4557,14.80334,5.998652,17.36052,0.7653294,25,0
779,92,143,3.176355,67.97533,14.44555,5.993474,17.66196,0.7646688,25,0
804.9,93,161,3.254629,67.48496,14.12593,6.010884,17.6825,0.76689,25,0
707.6,94,154,3.325291,67.2147,13.82065,6.031352,18.03715,0.7695014,25,0
687.2,95,174,3.413074,67.07729,13.5801,6.062335,18.34535,0.7734544,25,0
642.2,96,170,3.489323,66.97061,13.38832,6.085393,18.80743,0.7763961,25,0
644.2,97,178,3.591577,66.94775,13.23652,6.115476,19.45593,0.7802343,25,0
621.3,98,278,3.675831,66.97878,13.13072,6.144407,20.41168,0.7839254,25,0
551,99,275,3.768917,67.02943,13.03218,6.175169,21.24515,0.7878501,25,0
584.7,77,137,4.589848,64.94021,18.70428,9.17111,13.08131,0.1614149,26,0
577.2,78,151,4.668867,64.84695,18.57604,9.217762,13.49835,0.162236,26,0
614.2,79,162,4.752085,64.72587,18.46948,9.266269,13.30977,0.1630897,26,0
639.5,80,163,4.9121,64.53066,18.39734,9.255553,12.53612,0.1625093,26,0
641.9,81,163,4.957617,64.3437,18.24191,9.209284,12.193,0.1616969,26,0
656.6,82,165,5.008369,64.04739,17.98322,9.115202,11.82878,0.160045,26,0
716.7,83,162,5.053564,63.67474,17.68139,9.047753,12.243,0.1588607,26,0
760.1,84,159,5.102147,63.40595,17.34668,9.049446,13.01938,0.1588904,26,0
734.1,85,161,5.158282,63.11989,17.00113,9.076297,13.64368,0.1593619,26,0
803.9,86,196,5.212474,62.83232,16.63797,9.127776,14.15586,0.1602658,26,0
780.1,87,227,5.270267,62.52574,16.251,9.187485,14.14601,0.1613141,26,0
741.7,88,259,5.31828,62.2057,15.90378,9.218,14.48072,0.1618499,26,0
709.2,89,298,5.376304,61.78036,15.54663,9.25329,14.67563,0.1624695,26,0
790.4,90,340,5.444306,63.41766,15.24828,9.310462,14.49476,0.1638906,26,0
803.1,91,366,5.481307,63.24012,14.99776,9.395022,14.12146,0.1653791,26,0
770.1,92,388,5.515503,63.13263,14.77741,9.470323,14.39738,0.1667046,26,0
791.5,93,413,5.555154,62.94234,14.59414,9.52924,14.73771,0.1677417,26,0
766.1,94,414,5.58915,62.84308,14.40718,9.584481,15.36326,0.1687141,26,0
687.8,95,427,5.636846,62.77747,14.30214,9.659871,15.67965,0.1700412,26,0
635.3,96,429,5.675034,62.8381,14.23101,9.739184,15.52384,0.1714374,26,0
590,97,440,5.724264,62.85872,14.17415,9.78545,15.87897,0.1722518,26,0
620.8,98,457,5.772889,62.91081,14.13376,9.820231,16.37602,0.172864,26,0
574.9,99,466,5.833841,62.94402,14.09948,9.863775,16.80619,0.1736305,26,0
193.8,77,41,0.9416787,71.22099,18.70508,3.989365,12.427,0.0503142,27,0
189.6,78,44,0.9856448,71.18407,18.56497,4.015341,12.94369,0.0506418,27,0
221,79,49,1.027376,71.14611,18.43942,4.050317,12.90915,0.051083,27,0
227.8,80,51,1.099408,71.29826,18.37938,4.085017,12.47688,0.0513529,27,0
228.5,81,49,1.190245,71.04656,18.13891,4.111674,12.40672,0.051688,27,0
219.3,82,49,1.267281,70.61434,17.78386,4.131444,12.37574,0.0519365,27,0
190.9,83,50,1.337603,70.1346,17.40413,4.141438,12.594,0.0520621,27,0
211.5,84,52,1.411142,69.76175,17.01439,4.157698,13.67054,0.0522665,27,0
256.4,85,52,1.491174,69.45553,16.65161,4.184286,13.97612,0.0526008,27,0
284.6,86,56,1.569578,69.1105,16.27346,4.205208,14.43583,0.0528638,27,0
285.4,87,58,1.646392,68.82535,15.89751,4.23514,14.82042,0.0532401,27,0
290.1,88,60,1.725913,68.66412,15.59573,4.296162,14.81246,0.0540072,27,0
288.3,89,64,1.809225,68.40837,15.29385,4.338045,15.2297,0.0545337,27,0
306.1,90,71,1.883991,70.15536,15.04357,4.387283,15.24838,0.0551049,27,0
316,91,72,1.938506,70.20422,14.80302,4.427429,14.97746,0.0556091,27,0
338,92,78,2.038956,70.13239,14.62573,4.471503,15.40558,0.0561627,27,0
353.9,93,85,2.126541,70.17619,14.4791,4.521709,15.20485,0.0567933,27,0
359,94,92,2.215273,70.19733,14.34696,4.566028,15.76982,0.0573499,27,0
356.1,95,100,2.314,70.28978,14.29538,4.605445,16.07728,0.057845,27,0
338.8,96,105,2.393086,70.42294,14.28865,4.647723,16.67954,0.058376,27,0
337.8,97,110,2.492936,70.42054,14.30564,4.687726,17.09178,0.0588785,27,0
310.2,98,113,2.597933,70.36256,14.34353,4.726411,18.00861,0.0593643,27,0
274,99,117,2.70455,70.39762,14.37508,4.775508,18.38372,0.059981,27,0
288.7,77,91,11.30086,47.1701,18.66394,2.459202,8.645796,0.051996,28,0
321.2,78,67,11.24283,47.24821,18.49264,2.487817,8.871568,0.052601,28,0
323.6,79,110,11.20169,47.29527,18.31144,2.507067,8.985228,0.053008,28,0
341.9,80,141,11.27336,47.1011,18.16803,2.525342,8.554884,0.0534656,28,0
304.6,81,132,11.36708,47.06833,18.12535,2.539051,8.659495,0.0537559,28,0
294.6,82,177,11.42994,46.95921,18.00418,2.556768,8.566631,0.054131,28,0
280.4,83,210,11.46199,46.82973,17.84062,2.56773,8.615,0.0543631,28,0
282,84,211,11.52065,46.61835,17.64359,2.578058,9.075017,0.0545817,28,0
270.9,85,229,11.52669,46.47882,17.39784,2.588097,9.187772,0.0547943,28,0
274.1,86,237,11.56171,46.41185,17.17962,2.593596,9.356337,0.0549107,28,0
269.8,87,249,11.61095,46.35433,16.91101,2.588539,9.570701,0.0548036,28,0
325.2,88,256,11.66387,46.27898,16.61277,2.580353,9.84719,0.0546303,28,0
311.2,89,277,11.73186,46.19701,16.32527,2.574273,10.06962,0.0545016,28,0
340.4,90,293,11.90866,48.01193,16.05819,2.577426,10.03097,0.0549394,28,0
389.1,91,307,12.05501,47.8049,15.93869,2.59123,10.09219,0.0552336,28,1
411.7,92,330,12.17902,47.48308,15.83059,2.610193,10.44481,0.0556378,28,1
433.9,93,327,12.33781,47.34798,15.77615,2.635574,10.65745,0.0561788,28,1
493.7,94,361,12.43913,47.248,15.65988,2.66345,11.12093,0.056773,28,1
502.8,95,395,12.54986,47.20134,15.57741,2.690788,11.23899,0.0573558,28,1
488.3,96,452,12.66153,47.11795,15.50349,2.709925,11.45794,0.0577637,28,1
469,97,482,12.7257,47.01833,15.4049,2.731826,11.72945,0.0582305,28,1
410.7,98,531,12.79877,47.03033,15.28058,2.751335,12.209,0.0586464,28,1
349.3,99,574,12.89336,47.0393,15.1223,2.768619,12.37023,0.0590148,28,1
460.4,77,105,3.646178,64.35242,17.50104,4.863175,11.4932,0.0704859,29,0
467.9,78,111,3.677466,64.30529,17.35882,4.8894,11.89854,0.070866,29,0
527.2,79,116,3.722172,64.122,17.22153,4.912428,11.95424,0.0711998,29,0
554.5,80,113,3.830339,64.24608,17.21838,4.921966,11.35251,0.0713897,29,0
540.2,81,112,3.873377,64.13373,17.12898,4.932079,11.46087,0.0715364,29,0
506.5,82,131,3.895451,63.91703,16.92983,4.929442,11.38812,0.0714982,29,0
477.2,83,147,3.912676,63.74535,16.64394,4.943727,11.716,0.0717054,29,0
460.7,84,162,3.934932,63.53048,16.38307,4.975283,12.42864,0.0721631,29,0
503.5,85,175,3.965899,63.32874,16.11904,5.000254,12.84177,0.0725253,29,0
578.6,86,194,3.993655,63.10036,15.81932,5.023068,13.18504,0.0728562,29,0
544.6,87,203,4.012938,62.981,15.5254,5.056695,13.37425,0.0733439,29,0
552.5,88,218,4.0438,62.86436,15.26476,5.08173,13.54441,0.073707,29,0
632.6,89,236,4.068688,62.6871,15.00173,5.095819,13.71765,0.0739114,29,0
715.3,90,269,4.106727,64.76237,14.75709,5.12637,13.52626,0.0744052,29,0
763,91,287,4.134636,64.69089,14.549,5.15777,13.56736,0.074861,29,0
740.4,92,305,4.179498,64.61243,14.39402,5.193686,13.87482,0.0753822,29,0
744.4,93,311,4.216366,64.60291,14.24835,5.237757,13.98326,0.0760219,29,0
743.5,94,308,4.260201,64.67593,14.11159,5.281206,14.29142,0.0766525,29,0
663.8,95,338,4.286511,64.7411,14.0522,5.32461,14.44948,0.0772825,29,0
590.9,96,358,4.333734,64.7839,14.05027,5.367888,14.66786,0.0779107,29,0
577.4,97,409,4.383485,64.83846,14.04587,5.407113,15.06173,0.07848,29,0
555.7,98,442,4.413081,64.95696,14.03186,5.437562,15.54628,0.0789219,29,0
500.2,99,457,4.451169,65.11991,14.0275,5.468338,15.78959,0.0793686,29,0
218,77,73,1.878684,70.30823,18.86554,0.769954,10.90958,0.0052886,30,0
237.6,78,81,1.917767,70.22367,18.67187,0.782316,11.79769,0.0053735,30,0
224.2,79,87,1.935456,70.05479,18.47104,0.787308,11.38623,0.0054078,30,0
222.6,80,96,1.996699,69.50651,18.18962,0.788752,11.05389,0.0054252,30,0
253,81,94,2.006873,69.26559,17.82497,0.795317,11.22742,0.0054703,30,0
224.8,82,104,2.038085,68.82399,17.37447,0.80399,11.0135,0.00553,30,0
212.6,83,114,2.075973,68.35551,16.8837,0.814028,11.045,0.005599,30,0
237.6,84,104,2.12147,67.86086,16.40055,0.820893,11.22509,0.0056462,30,0
208.5,85,121,2.161607,67.42729,15.96853,0.822305,11.0194,0.0056559,30,0
157.4,86,136,2.210021,67.00379,15.51819,0.813748,11.33068,0.0055971,30,0
151.2,87,135,2.274105,66.64787,15.11905,0.805064,11.39749,0.0055373,30,0
123,88,147,2.349055,66.35466,14.75005,0.800194,11.2508,0.0055039,30,0
116,89,158,2.441468,66.1925,14.48098,0.799642,11.74227,0.0055001,30,0
159.3,90,165,2.508052,68.23551,14.24213,0.799824,11.82929,0.005495,30,0
139.9,91,176,2.550886,68.46097,14.15545,0.807837,12.06808,0.00555,30,0
169.9,92,183,2.534665,68.7589,14.15539,0.822436,12.15094,0.0056503,30,1
177.5,93,180,2.548829,69.12568,14.22258,0.839876,12.45161,0.0057701,30,1
177.1,94,182,2.589824,69.45094,14.24397,0.854923,12.18269,0.0058735,30,1
171.4,95,204,2.634821,69.94066,14.28058,0.868522,12.27166,0.0059669,30,1
161,96,228,2.675736,70.26747,14.32124,0.876656,12.3082,0.0060228,30,1
132.1,97,259,2.71069,70.51744,14.33813,0.878706,12.52743,0.0060369,30,1
138.8,98,255,2.760783,70.57711,14.37217,0.879533,13.01858,0.0060426,30,1
206.5,99,310,2.83038,70.73254,14.36011,0.882779,13.15421,0.0060649,30,1
199.4,77,93,1.399435,68.76288,18.13208,1.556843,11.49649,0.0203554,31,0
190.5,78,83,1.440068,68.61212,17.96054,1.563884,12.40736,0.0204475,31,0
225.9,79,80,1.470194,68.48695,17.81141,1.567344,12.05165,0.0204927,31,0
224.6,80,71,1.51918,68.48768,17.70309,1.572296,11.20985,0.0205143,31,0
181.5,81,89,1.552206,68.36901,17.48889,1.578528,11.71076,0.0205956,31,0
229.6,82,104,1.580871,68.11826,17.20726,1.581786,11.5873,0.0206381,31,0
217.7,83,99,1.609164,67.8284,16.88158,1.584301,11.601,0.0206709,31,0
225.8,84,91,1.645192,67.58923,16.58273,1.588629,12.43631,0.0207274,31,0
237.9,85,95,1.690266,67.31978,16.26681,1.584662,12.72602,0.0206756,31,0
262.6,86,108,1.731587,66.95992,15.92627,1.574336,12.92143,0.0205409,31,0
251.2,87,116,1.773251,66.74837,15.61155,1.566558,13.18569,0.0204394,31,0
273.2,88,123,1.821041,66.65886,15.33023,1.571464,13.45853,0.0205034,31,0
279.5,89,129,1.872395,66.45169,15.07181,1.574881,13.55303,0.020548,31,0
330,90,141,1.924887,68.57947,14.86603,1.580664,13.78306,0.0205607,31,0
334.6,91,140,1.94191,68.71162,14.7431,1.590805,13.71795,0.0206926,31,0
348.6,92,145,1.997059,68.94002,14.63668,1.602406,13.97848,0.0208435,31,0
377.8,93,151,2.045469,69.01521,14.55635,1.612149,13.89506,0.0209702,31,0
389.5,94,153,2.102617,69.06844,14.50556,1.621551,14.2249,0.0210925,31,0
382,95,164,2.159873,69.22701,14.51073,1.635142,14.51618,0.0212693,31,0
435,96,183,2.215449,69.32784,14.55224,1.647657,15.26857,0.0214321,31,0
438.4,97,194,2.262563,69.34474,14.58731,1.656042,15.27101,0.0215412,31,0
451.4,98,200,2.292488,69.3675,14.62338,1.660772,15.80901,0.0216027,31,0
430.2,99,215,2.352001,69.41042,14.63403,1.666028,16.17411,0.0216711,31,0
743,77,156,3.681372,70.3189,18.48337,0.678334,14.0562,0.0061729,32,0
780.8,78,187,3.747658,70.3098,18.34993,0.719436,14.94384,0.0065469,32,0
835.6,79,204,3.830988,70.28146,18.24282,0.765364,14.76958,0.0069649,32,0
912.6,80,224,3.977586,70.01524,18.14704,0.810215,14.24202,0.0073727,32,0
896.4,81,230,4.061517,69.68533,18.00472,0.847639,14.00688,0.0077132,32,0
805.4,82,245,4.136034,69.2001,17.75632,0.881545,13.40155,0.0080218,32,0
655.2,83,301,4.199899,68.61285,17.45294,0.901974,13.465,0.0082077,32,0
628.5,84,354,4.256437,68.18571,16.98045,0.924905,13.84316,0.0084163,32,0
